BookingID,Date,TimeSlot,ServiceType,EmployeeID,CustomerID,Duration,DayOfWeek,IsHolidayOrEvent,Season,IsWeekend,BookingStatus,EmployeeAvailability,FestivalImpact,CustomerType
BKG_395,2023-07-11,Afternoon,Standard Cleaning,Emp_13,CUST_395,3,Friday,0,Winter,0,Confirmed,0,0,One-time
BKG_396,2023-01-11,Afternoon,Standard Cleaning,Emp_5,CUST_396,4,Friday,1,Fall,0,Confirmed,0,0,Recurring
BKG_397,2023-03-24,Evening,Post-Event Cleaning,Emp_15,CUST_397,4,Monday,1,Spring,0,Cancelled,0,0,Recurring
BKG_398,2023-11-19,Afternoon,Standard Cleaning,Emp_12,CUST_398,2,Wednesday,0,Fall,0,Confirmed,1,0,One-time
BKG_399,2023-04-19,Evening,Deep Cleaning,Emp_6,CUST_399,4,Wednesday,0,Spring,0,Confirmed,1,0,Recurring
BKG_400,2023-09-24,Morning,Move-in/Move-out Cleaning,Emp_13,CUST_400,1,Saturday,1,Summer,0,Confirmed,1,0,Recurring
BKG_401,2023-03-01,Evening,Post-Event Cleaning,Emp_9,CUST_401,4,Saturday,1,Winter,0,Cancelled,0,0,Recurring
BKG_402,2023-02-14,Evening,Post-Event Cleaning,Emp_8,CUST_402,4,Tuesday,0,Summer,1,Cancelled,0,0,One-time
BKG_403,2023-06-08,Evening,Standard Cleaning,Emp_14,CUST_403,3,Thursday,0,Summer,1,Confirmed,1,0,One-time
BKG_404,2023-03-13,Morning,Standard Cleaning,Emp_9,CUST_404,1,Monday,1,Summer,0,Cancelled,0,0,One-time
BKG_405,2023-01-09,Evening,Move-in/Move-out Cleaning,Emp_16,CUST_405,4,Thursday,1,Spring,0,Cancelled,0,0,One-time
BKG_406,2023-01-16,Afternoon,Standard Cleaning,Emp_9,CUST_406,4,Wednesday,0,Fall,0,Confirmed,1,0,One-time
BKG_407,2023-03-16,Morning,Deep Cleaning,Emp_12,CUST_407,2,Tuesday,1,Spring,1,Cancelled,0,0,One-time
BKG_408,2023-02-25,Morning,Deep Cleaning,Emp_7,CUST_408,4,Saturday,0,Fall,0,Cancelled,0,0,One-time
BKG_409,2023-11-26,Morning,Deep Cleaning,Emp_19,CUST_409,4,Monday,1,Spring,0,Cancelled,0,0,Recurring
BKG_410,2023-10-05,Evening,Post-Event Cleaning,Emp_12,CUST_410,2,Monday,0,Winter,1,Confirmed,1,0,Recurring
BKG_411,2023-09-16,Afternoon,Standard Cleaning,Emp_1,CUST_411,3,Friday,0,Winter,0,Confirmed,1,0,Recurring
BKG_412,2023-11-16,Afternoon,Standard Cleaning,Emp_3,CUST_412,4,Friday,1,Spring,0,Confirmed,0,0,Recurring
BKG_413,2023-12-24,Evening,Deep Cleaning,Emp_15,CUST_413,2,Friday,1,Winter,1,Cancelled,1,0,One-time
BKG_414,2023-07-02,Evening,Deep Cleaning,Emp_19,CUST_414,1,Saturday,1,Summer,0,Cancelled,0,0,Recurring
BKG_415,2023-12-23,Morning,Move-in/Move-out Cleaning,Emp_11,CUST_415,3,Monday,0,Fall,0,Confirmed,0,0,Recurring
BKG_416,2023-03-26,Evening,Deep Cleaning,Emp_19,CUST_416,1,Sunday,1,Summer,0,Cancelled,0,0,Recurring
BKG_417,2023-02-27,Evening,Standard Cleaning,Emp_16,CUST_417,1,Saturday,0,Winter,0,Confirmed,0,0,One-time
BKG_418,2023-12-01,Afternoon,Deep Cleaning,Emp_17,CUST_418,2,Wednesday,0,Fall,0,Confirmed,1,0,One-time
BKG_419,2023-02-22,Evening,Move-in/Move-out Cleaning,Emp_11,CUST_419,4,Thursday,1,Winter,0,Cancelled,1,0,Recurring
BKG_420,2023-04-08,Morning,Move-in/Move-out Cleaning,Emp_13,CUST_420,2,Wednesday,0,Summer,0,Confirmed,1,0,One-time
BKG_421,2023-06-10,Morning,Move-in/Move-out Cleaning,Emp_16,CUST_421,2,Friday,0,Summer,0,Confirmed,1,0,One-time
BKG_422,2023-11-04,Morning,Post-Event Cleaning,Emp_2,CUST_422,2,Friday,1,Spring,0,Confirmed,1,0,Recurring
BKG_423,2023-12-31,Morning,Move-in/Move-out Cleaning,Emp_4,CUST_423,2,Friday,0,Summer,0,Cancelled,0,0,Recurring
BKG_424,2023-12-24,Morning,Standard Cleaning,Emp_4,CUST_424,3,Sunday,0,Summer,0,Cancelled,0,0,One-time
BKG_425,2023-04-14,Evening,Standard Cleaning,Emp_15,CUST_425,4,Monday,0,Fall,0,Confirmed,1,0,Recurring
BKG_426,2023-04-04,Morning,Deep Cleaning,Emp_7,CUST_426,1,Monday,0,Fall,0,Cancelled,1,0,One-time
BKG_427,2023-11-28,Evening,Move-in/Move-out Cleaning,Emp_16,CUST_427,1,Sunday,1,Fall,0,Confirmed,1,0,Recurring
BKG_428,2023-07-18,Evening,Move-in/Move-out Cleaning,Emp_14,CUST_428,4,Saturday,0,Winter,0,Confirmed,1,0,Recurring
BKG_429,2023-08-03,Morning,Move-in/Move-out Cleaning,Emp_2,CUST_429,1,Sunday,1,Summer,0,Cancelled,1,0,Recurring
BKG_430,2023-09-18,Afternoon,Standard Cleaning,Emp_18,CUST_430,4,Wednesday,0,Spring,1,Confirmed,0,0,One-time
BKG_431,2023-07-06,Afternoon,Move-in/Move-out Cleaning,Emp_2,CUST_431,1,Thursday,1,Spring,0,Cancelled,0,0,One-time
BKG_432,2023-12-09,Evening,Post-Event Cleaning,Emp_13,CUST_432,2,Sunday,0,Summer,0,Cancelled,0,0,Recurring
BKG_433,2023-02-04,Morning,Deep Cleaning,Emp_18,CUST_433,1,Tuesday,1,Summer,1,Confirmed,0,0,Recurring
BKG_434,2023-08-14,Afternoon,Deep Cleaning,Emp_2,CUST_434,4,Wednesday,1,Spring,0,Cancelled,0,0,Recurring
BKG_435,2023-06-25,Afternoon,Post-Event Cleaning,Emp_5,CUST_435,4,Sunday,0,Fall,1,Confirmed,1,0,One-time
BKG_436,2023-02-01,Morning,Post-Event Cleaning,Emp_9,CUST_436,4,Saturday,0,Summer,0,Confirmed,0,0,Recurring
BKG_437,2023-11-13,Evening,Deep Cleaning,Emp_4,CUST_437,4,Sunday,0,Fall,0,Confirmed,0,0,One-time
BKG_438,2023-11-27,Evening,Post-Event Cleaning,Emp_2,CUST_438,4,Wednesday,0,Winter,0,Cancelled,0,0,One-time
BKG_439,2023-02-19,Morning,Deep Cleaning,Emp_18,CUST_439,3,Saturday,0,Winter,1,Cancelled,1,0,One-time
BKG_440,2023-06-20,Evening,Standard Cleaning,Emp_5,CUST_440,3,Saturday,1,Summer,0,Confirmed,1,0,One-time
BKG_441,2023-01-02,Afternoon,Standard Cleaning,Emp_8,CUST_441,1,Monday,1,Winter,0,Confirmed,1,0,One-time
BKG_442,2023-09-09,Evening,Move-in/Move-out Cleaning,Emp_15,CUST_442,4,Saturday,0,Winter,0,Cancelled,0,0,One-time
BKG_443,2023-09-23,Evening,Deep Cleaning,Emp_14,CUST_443,1,Saturday,1,Fall,0,Cancelled,0,0,One-time
BKG_444,2023-03-05,Morning,Deep Cleaning,Emp_3,CUST_444,4,Wednesday,0,Winter,0,Cancelled,1,0,Recurring
BKG_445,2023-12-23,Morning,Move-in/Move-out Cleaning,Emp_17,CUST_445,4,Saturday,1,Winter,0,Confirmed,1,0,Recurring
BKG_446,2023-09-26,Evening,Move-in/Move-out Cleaning,Emp_6,CUST_446,3,Friday,0,Fall,0,Cancelled,1,0,Recurring
BKG_447,2023-08-17,Morning,Deep Cleaning,Emp_6,CUST_447,3,Thursday,1,Summer,0,Cancelled,1,0,One-time
BKG_448,2023-12-09,Evening,Standard Cleaning,Emp_6,CUST_448,2,Monday,1,Winter,0,Confirmed,1,0,Recurring
BKG_449,2023-04-28,Afternoon,Post-Event Cleaning,Emp_11,CUST_449,3,Sunday,0,Winter,0,Confirmed,0,0,Recurring
BKG_450,2023-08-27,Morning,Move-in/Move-out Cleaning,Emp_4,CUST_450,2,Thursday,1,Fall,0,Cancelled,0,0,One-time
BKG_451,2023-10-29,Morning,Post-Event Cleaning,Emp_9,CUST_451,2,Thursday,1,Fall,0,Confirmed,1,0,One-time
BKG_452,2023-11-20,Afternoon,Move-in/Move-out Cleaning,Emp_13,CUST_452,2,Sunday,0,Spring,0,Confirmed,1,0,One-time
BKG_453,2023-04-14,Afternoon,Post-Event Cleaning,Emp_4,CUST_453,2,Thursday,1,Spring,1,Cancelled,0,0,One-time
BKG_454,2023-12-05,Afternoon,Deep Cleaning,Emp_12,CUST_454,2,Wednesday,0,Summer,0,Cancelled,0,0,Recurring
BKG_455,2023-02-07,Afternoon,Standard Cleaning,Emp_18,CUST_455,1,Tuesday,1,Winter,1,Cancelled,0,0,One-time
BKG_456,2023-08-18,Morning,Standard Cleaning,Emp_6,CUST_456,3,Monday,1,Winter,0,Cancelled,1,0,Recurring
BKG_457,2023-06-11,Afternoon,Move-in/Move-out Cleaning,Emp_14,CUST_457,2,Sunday,1,Summer,1,Confirmed,1,0,Recurring
BKG_458,2023-06-17,Afternoon,Move-in/Move-out Cleaning,Emp_19,CUST_458,4,Wednesday,0,Spring,1,Confirmed,0,0,One-time
BKG_459,2023-06-10,Evening,Post-Event Cleaning,Emp_12,CUST_459,3,Saturday,1,Spring,0,Cancelled,1,0,Recurring
BKG_460,2023-08-10,Morning,Post-Event Cleaning,Emp_20,CUST_460,3,Tuesday,1,Fall,0,Confirmed,0,0,One-time
BKG_461,2023-08-30,Evening,Move-in/Move-out Cleaning,Emp_9,CUST_461,2,Friday,0,Summer,1,Confirmed,1,0,Recurring
BKG_462,2023-08-14,Evening,Post-Event Cleaning,Emp_10,CUST_462,1,Sunday,1,Spring,0,Cancelled,1,0,Recurring
BKG_463,2023-11-24,Evening,Post-Event Cleaning,Emp_19,CUST_463,2,Friday,1,Summer,0,Confirmed,1,0,One-time
BKG_464,2023-10-14,Afternoon,Post-Event Cleaning,Emp_19,CUST_464,1,Tuesday,0,Fall,0,Cancelled,0,0,One-time
BKG_465,2023-01-29,Afternoon,Move-in/Move-out Cleaning,Emp_6,CUST_465,4,Tuesday,1,Winter,0,Cancelled,0,0,Recurring
BKG_466,2023-08-04,Morning,Standard Cleaning,Emp_11,CUST_466,3,Monday,0,Winter,1,Cancelled,1,0,Recurring
BKG_467,2023-03-21,Morning,Move-in/Move-out Cleaning,Emp_14,CUST_467,4,Tuesday,1,Spring,0,Confirmed,0,0,One-time
BKG_468,2023-12-24,Morning,Move-in/Move-out Cleaning,Emp_20,CUST_468,1,Saturday,0,Summer,0,Confirmed,0,0,One-time
BKG_469,2023-02-11,Morning,Post-Event Cleaning,Emp_3,CUST_469,1,Friday,0,Fall,0,Confirmed,1,0,Recurring
BKG_470,2023-08-21,Evening,Standard Cleaning,Emp_20,CUST_470,4,Thursday,0,Summer,0,Confirmed,1,0,Recurring
BKG_471,2023-07-18,Morning,Move-in/Move-out Cleaning,Emp_14,CUST_471,1,Thursday,0,Winter,0,Confirmed,1,0,Recurring
BKG_472,2023-03-21,Afternoon,Standard Cleaning,Emp_15,CUST_472,4,Thursday,0,Winter,0,Cancelled,1,0,One-time
BKG_473,2023-08-10,Afternoon,Move-in/Move-out Cleaning,Emp_4,CUST_473,3,Sunday,1,Spring,1,Confirmed,0,0,One-time
BKG_474,2023-02-08,Morning,Move-in/Move-out Cleaning,Emp_11,CUST_474,4,Wednesday,0,Winter,0,Cancelled,0,0,Recurring
BKG_475,2023-07-16,Evening,Deep Cleaning,Emp_16,CUST_475,3,Saturday,0,Spring,0,Cancelled,0,0,Recurring
BKG_476,2023-06-06,Evening,Standard Cleaning,Emp_10,CUST_476,4,Wednesday,0,Winter,1,Cancelled,0,0,One-time
BKG_477,2023-06-16,Evening,Standard Cleaning,Emp_5,CUST_477,1,Sunday,1,Spring,0,Cancelled,1,0,Recurring
BKG_478,2023-12-07,Evening,Standard Cleaning,Emp_9,CUST_478,4,Thursday,0,Spring,1,Confirmed,1,0,Recurring
BKG_479,2023-02-13,Morning,Deep Cleaning,Emp_1,CUST_479,1,Friday,1,Summer,0,Confirmed,1,0,Recurring
BKG_480,2023-01-14,Afternoon,Post-Event Cleaning,Emp_17,CUST_480,4,Saturday,1,Fall,0,Confirmed,0,0,Recurring
BKG_481,2023-06-10,Evening,Deep Cleaning,Emp_7,CUST_481,4,Wednesday,0,Summer,0,Confirmed,0,0,One-time
BKG_482,2023-08-24,Evening,Move-in/Move-out Cleaning,Emp_5,CUST_482,2,Monday,0,Winter,1,Confirmed,0,0,One-time
BKG_483,2023-07-15,Afternoon,Standard Cleaning,Emp_3,CUST_483,1,Sunday,0,Summer,0,Cancelled,0,0,Recurring
BKG_484,2023-10-19,Afternoon,Deep Cleaning,Emp_14,CUST_484,2,Thursday,1,Spring,1,Cancelled,1,0,One-time
BKG_485,2023-10-11,Evening,Standard Cleaning,Emp_15,CUST_485,1,Monday,0,Winter,0,Cancelled,1,0,Recurring
BKG_486,2023-05-24,Afternoon,Move-in/Move-out Cleaning,Emp_2,CUST_486,2,Wednesday,1,Fall,0,Confirmed,1,0,Recurring
BKG_487,2023-06-30,Morning,Post-Event Cleaning,Emp_13,CUST_487,3,Saturday,1,Fall,1,Cancelled,0,0,One-time
BKG_488,2023-09-10,Evening,Post-Event Cleaning,Emp_14,CUST_488,4,Friday,0,Summer,0,Cancelled,1,0,One-time
BKG_489,2023-10-05,Morning,Post-Event Cleaning,Emp_20,CUST_489,1,Monday,1,Winter,0,Confirmed,1,0,Recurring
BKG_490,2023-09-02,Afternoon,Move-in/Move-out Cleaning,Emp_8,CUST_490,1,Saturday,0,Spring,1,Confirmed,0,0,One-time
BKG_491,2023-11-15,Morning,Move-in/Move-out Cleaning,Emp_15,CUST_491,4,Tuesday,1,Summer,0,Confirmed,0,0,One-time
BKG_492,2023-02-28,Afternoon,Post-Event Cleaning,Emp_17,CUST_492,1,Thursday,0,Fall,0,Cancelled,1,0,Recurring
BKG_493,2023-02-05,Afternoon,Deep Cleaning,Emp_1,CUST_493,1,Tuesday,1,Summer,1,Cancelled,0,0,Recurring
BKG_494,2023-10-02,Evening,Post-Event Cleaning,Emp_5,CUST_494,2,Tuesday,0,Summer,1,Cancelled,0,0,One-time
BKG_495,2023-07-12,Afternoon,Standard Cleaning,Emp_2,CUST_495,1,Wednesday,0,Summer,1,Cancelled,0,0,One-time
BKG_496,2023-08-13,Morning,Post-Event Cleaning,Emp_8,CUST_496,3,Wednesday,0,Winter,1,Confirmed,0,0,Recurring
BKG_497,2023-05-18,Evening,Post-Event Cleaning,Emp_16,CUST_497,3,Sunday,1,Spring,1,Cancelled,1,0,Recurring
BKG_498,2023-02-12,Morning,Post-Event Cleaning,Emp_11,CUST_498,4,Friday,0,Spring,0,Cancelled,1,0,Recurring
BKG_499,2023-11-07,Morning,Move-in/Move-out Cleaning,Emp_11,CUST_499,1,Saturday,1,Winter,0,Confirmed,1,0,Recurring
BKG_500,2023-03-09,Afternoon,Move-in/Move-out Cleaning,Emp_2,CUST_500,4,Saturday,1,Spring,1,Confirmed,0,0,One-time
BKG_501,2023-12-26,Morning,Deep Cleaning,Emp_20,CUST_501,3,Thursday,1,Summer,0,Cancelled,0,0,One-time
BKG_502,2023-08-21,Morning,Move-in/Move-out Cleaning,Emp_2,CUST_502,1,Monday,1,Winter,0,Cancelled,1,0,Recurring
BKG_503,2023-03-09,Evening,Post-Event Cleaning,Emp_9,CUST_503,1,Sunday,1,Summer,0,Confirmed,0,0,One-time
BKG_504,2023-11-07,Afternoon,Move-in/Move-out Cleaning,Emp_2,CUST_504,4,Saturday,0,Spring,0,Confirmed,0,0,Recurring
BKG_505,2023-09-16,Evening,Standard Cleaning,Emp_11,CUST_505,3,Friday,1,Summer,0,Confirmed,0,0,Recurring
BKG_506,2023-12-02,Evening,Move-in/Move-out Cleaning,Emp_2,CUST_506,1,Sunday,0,Fall,0,Confirmed,0,0,One-time
BKG_507,2023-06-28,Evening,Standard Cleaning,Emp_6,CUST_507,4,Friday,0,Summer,0,Confirmed,0,0,One-time
BKG_508,2023-02-13,Evening,Deep Cleaning,Emp_1,CUST_508,3,Sunday,0,Summer,1,Cancelled,1,0,Recurring
BKG_509,2023-09-11,Afternoon,Standard Cleaning,Emp_4,CUST_509,4,Monday,1,Winter,1,Cancelled,1,0,One-time
BKG_510,2023-06-22,Evening,Post-Event Cleaning,Emp_2,CUST_510,2,Tuesday,0,Winter,0,Cancelled,0,0,One-time
BKG_511,2023-04-20,Morning,Deep Cleaning,Emp_9,CUST_511,1,Tuesday,0,Summer,0,Confirmed,0,0,One-time
BKG_512,2023-07-21,Afternoon,Post-Event Cleaning,Emp_9,CUST_512,2,Thursday,1,Fall,0,Confirmed,1,0,One-time
BKG_513,2023-07-24,Morning,Deep Cleaning,Emp_3,CUST_513,3,Sunday,1,Winter,0,Cancelled,1,0,One-time
BKG_514,2023-10-14,Morning,Post-Event Cleaning,Emp_19,CUST_514,2,Sunday,1,Summer,1,Confirmed,1,0,Recurring
BKG_515,2023-09-11,Morning,Post-Event Cleaning,Emp_6,CUST_515,2,Thursday,0,Fall,1,Cancelled,0,0,One-time
BKG_516,2023-11-18,Evening,Deep Cleaning,Emp_8,CUST_516,3,Monday,0,Winter,0,Confirmed,1,0,One-time
BKG_517,2023-03-31,Evening,Post-Event Cleaning,Emp_12,CUST_517,4,Tuesday,1,Spring,0,Confirmed,1,0,One-time
BKG_518,2023-01-17,Afternoon,Post-Event Cleaning,Emp_9,CUST_518,2,Tuesday,1,Summer,0,Cancelled,1,0,Recurring
BKG_519,2023-09-22,Morning,Deep Cleaning,Emp_13,CUST_519,4,Monday,0,Summer,0,Cancelled,0,0,Recurring
BKG_520,2023-09-27,Evening,Deep Cleaning,Emp_4,CUST_520,2,Wednesday,0,Winter,0,Confirmed,1,0,One-time
BKG_521,2023-10-24,Afternoon,Move-in/Move-out Cleaning,Emp_17,CUST_521,4,Wednesday,1,Winter,0,Confirmed,0,0,One-time
BKG_522,2023-04-25,Morning,Deep Cleaning,Emp_12,CUST_522,3,Saturday,0,Spring,0,Confirmed,1,0,Recurring
BKG_523,2023-05-18,Evening,Deep Cleaning,Emp_1,CUST_523,2,Sunday,0,Fall,0,Cancelled,1,0,One-time
BKG_524,2023-07-18,Afternoon,Move-in/Move-out Cleaning,Emp_10,CUST_524,3,Sunday,0,Fall,1,Cancelled,1,0,One-time
BKG_525,2023-10-25,Morning,Standard Cleaning,Emp_18,CUST_525,2,Monday,1,Spring,0,Cancelled,0,0,Recurring
BKG_526,2023-10-05,Morning,Post-Event Cleaning,Emp_3,CUST_526,3,Sunday,0,Fall,0,Confirmed,0,0,One-time
BKG_527,2023-09-15,Morning,Deep Cleaning,Emp_4,CUST_527,3,Sunday,0,Summer,0,Cancelled,1,0,Recurring
BKG_528,2023-11-01,Evening,Standard Cleaning,Emp_15,CUST_528,2,Tuesday,1,Spring,1,Cancelled,0,0,One-time
BKG_529,2023-02-28,Afternoon,Standard Cleaning,Emp_2,CUST_529,2,Wednesday,1,Spring,1,Confirmed,0,0,Recurring
BKG_530,2023-04-30,Afternoon,Deep Cleaning,Emp_14,CUST_530,2,Monday,0,Summer,0,Cancelled,0,0,Recurring
BKG_531,2023-04-01,Evening,Move-in/Move-out Cleaning,Emp_17,CUST_531,1,Wednesday,1,Winter,0,Confirmed,1,0,Recurring
BKG_532,2023-07-13,Morning,Post-Event Cleaning,Emp_11,CUST_532,4,Wednesday,0,Spring,0,Cancelled,1,0,One-time
BKG_533,2023-05-20,Evening,Deep Cleaning,Emp_11,CUST_533,1,Tuesday,0,Spring,0,Cancelled,0,0,Recurring
BKG_534,2023-07-13,Evening,Post-Event Cleaning,Emp_10,CUST_534,1,Tuesday,1,Winter,0,Cancelled,1,0,Recurring
BKG_535,2023-01-06,Evening,Post-Event Cleaning,Emp_12,CUST_535,3,Wednesday,1,Winter,0,Cancelled,1,0,One-time
BKG_536,2023-03-08,Afternoon,Deep Cleaning,Emp_16,CUST_536,2,Saturday,1,Winter,0,Confirmed,1,0,Recurring
BKG_537,2023-12-27,Afternoon,Move-in/Move-out Cleaning,Emp_8,CUST_537,4,Sunday,1,Winter,1,Cancelled,0,0,Recurring
BKG_538,2023-03-12,Afternoon,Deep Cleaning,Emp_9,CUST_538,3,Friday,0,Spring,0,Cancelled,0,0,One-time
BKG_539,2023-12-15,Evening,Move-in/Move-out Cleaning,Emp_3,CUST_539,1,Monday,0,Fall,0,Cancelled,1,0,Recurring
BKG_540,2023-01-22,Afternoon,Post-Event Cleaning,Emp_18,CUST_540,2,Saturday,1,Fall,0,Cancelled,1,0,One-time
BKG_541,2023-02-10,Afternoon,Move-in/Move-out Cleaning,Emp_1,CUST_541,3,Thursday,0,Fall,0,Cancelled,0,0,One-time
BKG_542,2023-07-25,Afternoon,Deep Cleaning,Emp_11,CUST_542,2,Tuesday,1,Spring,0,Cancelled,0,0,Recurring
BKG_543,2023-12-21,Morning,Post-Event Cleaning,Emp_19,CUST_543,3,Tuesday,1,Fall,0,Confirmed,1,0,One-time
BKG_544,2023-11-29,Evening,Deep Cleaning,Emp_10,CUST_544,2,Tuesday,1,Summer,1,Confirmed,1,0,Recurring
BKG_545,2023-11-08,Evening,Move-in/Move-out Cleaning,Emp_4,CUST_545,1,Sunday,1,Winter,1,Cancelled,0,0,Recurring
BKG_546,2023-05-19,Morning,Post-Event Cleaning,Emp_19,CUST_546,4,Wednesday,1,Winter,1,Cancelled,1,0,Recurring
BKG_547,2023-06-22,Evening,Move-in/Move-out Cleaning,Emp_6,CUST_547,1,Monday,1,Fall,0,Cancelled,0,0,One-time
BKG_548,2023-03-04,Morning,Deep Cleaning,Emp_10,CUST_548,4,Saturday,1,Fall,0,Confirmed,0,0,One-time
BKG_549,2023-09-10,Afternoon,Post-Event Cleaning,Emp_19,CUST_549,2,Tuesday,1,Spring,0,Cancelled,0,0,One-time
BKG_550,2023-08-06,Afternoon,Deep Cleaning,Emp_16,CUST_550,3,Wednesday,0,Spring,0,Confirmed,1,0,Recurring
BKG_551,2023-04-09,Evening,Standard Cleaning,Emp_16,CUST_551,1,Wednesday,0,Spring,1,Confirmed,1,0,Recurring
BKG_552,2023-01-09,Afternoon,Deep Cleaning,Emp_16,CUST_552,4,Saturday,0,Fall,0,Cancelled,1,0,One-time
BKG_553,2023-05-28,Evening,Move-in/Move-out Cleaning,Emp_9,CUST_553,1,Tuesday,1,Fall,0,Cancelled,1,0,Recurring
BKG_554,2023-05-14,Evening,Deep Cleaning,Emp_14,CUST_554,4,Tuesday,0,Winter,0,Confirmed,0,0,One-time
BKG_555,2023-12-02,Morning,Deep Cleaning,Emp_4,CUST_555,1,Friday,1,Summer,1,Cancelled,1,0,Recurring
BKG_556,2023-07-13,Afternoon,Deep Cleaning,Emp_16,CUST_556,4,Monday,0,Spring,0,Confirmed,1,0,Recurring
BKG_557,2023-09-03,Evening,Standard Cleaning,Emp_15,CUST_557,4,Friday,0,Winter,0,Cancelled,0,0,Recurring
BKG_558,2023-01-15,Evening,Move-in/Move-out Cleaning,Emp_6,CUST_558,2,Wednesday,0,Spring,0,Cancelled,1,0,One-time
BKG_559,2023-02-15,Afternoon,Standard Cleaning,Emp_1,CUST_559,4,Wednesday,1,Summer,0,Cancelled,1,0,Recurring
BKG_560,2023-07-31,Afternoon,Move-in/Move-out Cleaning,Emp_14,CUST_560,2,Tuesday,1,Summer,0,Cancelled,0,0,Recurring
BKG_561,2023-03-01,Morning,Deep Cleaning,Emp_5,CUST_561,4,Friday,1,Fall,0,Cancelled,1,0,One-time
BKG_562,2023-06-22,Evening,Standard Cleaning,Emp_9,CUST_562,3,Friday,1,Spring,1,Cancelled,1,0,One-time
BKG_563,2023-02-17,Evening,Deep Cleaning,Emp_17,CUST_563,3,Thursday,1,Winter,0,Cancelled,1,0,One-time
BKG_564,2023-11-20,Evening,Deep Cleaning,Emp_11,CUST_564,3,Wednesday,0,Summer,1,Confirmed,0,0,One-time
BKG_565,2023-12-19,Afternoon,Standard Cleaning,Emp_3,CUST_565,4,Saturday,1,Fall,0,Cancelled,1,0,Recurring
BKG_566,2023-07-16,Afternoon,Move-in/Move-out Cleaning,Emp_9,CUST_566,2,Tuesday,1,Winter,0,Confirmed,1,0,Recurring
BKG_567,2023-05-26,Morning,Move-in/Move-out Cleaning,Emp_14,CUST_567,2,Saturday,1,Fall,0,Confirmed,0,0,Recurring
BKG_568,2023-06-15,Evening,Deep Cleaning,Emp_8,CUST_568,4,Friday,0,Fall,0,Confirmed,1,0,Recurring
BKG_569,2023-06-26,Afternoon,Standard Cleaning,Emp_10,CUST_569,3,Tuesday,0,Winter,0,Cancelled,0,0,Recurring
BKG_570,2023-06-23,Afternoon,Standard Cleaning,Emp_4,CUST_570,3,Wednesday,1,Summer,0,Confirmed,1,0,One-time
BKG_571,2023-05-14,Evening,Standard Cleaning,Emp_2,CUST_571,2,Sunday,0,Winter,0,Cancelled,0,0,Recurring
BKG_572,2023-05-01,Evening,Deep Cleaning,Emp_16,CUST_572,3,Thursday,1,Summer,1,Cancelled,0,0,One-time
BKG_573,2023-03-17,Evening,Deep Cleaning,Emp_1,CUST_573,1,Tuesday,1,Fall,1,Confirmed,0,0,One-time
BKG_574,2023-10-26,Afternoon,Post-Event Cleaning,Emp_12,CUST_574,2,Thursday,1,Fall,0,Cancelled,0,0,Recurring
BKG_575,2023-03-10,Afternoon,Deep Cleaning,Emp_19,CUST_575,3,Sunday,1,Fall,0,Cancelled,1,0,One-time
BKG_576,2023-07-03,Afternoon,Deep Cleaning,Emp_12,CUST_576,2,Saturday,0,Spring,0,Confirmed,0,0,Recurring
BKG_577,2023-02-14,Evening,Post-Event Cleaning,Emp_1,CUST_577,1,Monday,0,Spring,0,Confirmed,1,0,One-time
BKG_578,2023-02-17,Evening,Standard Cleaning,Emp_9,CUST_578,2,Tuesday,0,Fall,1,Cancelled,0,0,Recurring
BKG_579,2023-08-17,Afternoon,Standard Cleaning,Emp_8,CUST_579,2,Monday,0,Fall,0,Cancelled,0,0,Recurring
BKG_580,2023-08-08,Evening,Standard Cleaning,Emp_15,CUST_580,2,Wednesday,0,Spring,0,Confirmed,0,0,Recurring
BKG_581,2023-08-16,Morning,Standard Cleaning,Emp_20,CUST_581,2,Thursday,1,Spring,1,Confirmed,0,0,One-time
BKG_582,2023-08-19,Afternoon,Move-in/Move-out Cleaning,Emp_17,CUST_582,1,Friday,1,Fall,1,Cancelled,1,0,One-time
BKG_583,2023-06-24,Afternoon,Move-in/Move-out Cleaning,Emp_15,CUST_583,4,Sunday,0,Spring,1,Confirmed,1,0,One-time
BKG_584,2023-07-03,Evening,Post-Event Cleaning,Emp_10,CUST_584,2,Saturday,0,Spring,0,Confirmed,0,0,Recurring
BKG_585,2023-01-06,Evening,Standard Cleaning,Emp_17,CUST_585,2,Saturday,1,Fall,1,Cancelled,0,0,One-time
BKG_586,2023-12-16,Evening,Standard Cleaning,Emp_7,CUST_586,3,Saturday,0,Fall,0,Cancelled,1,0,Recurring
BKG_587,2023-11-07,Morning,Move-in/Move-out Cleaning,Emp_10,CUST_587,2,Tuesday,0,Fall,0,Cancelled,0,0,Recurring
BKG_588,2023-10-16,Afternoon,Standard Cleaning,Emp_20,CUST_588,3,Wednesday,0,Winter,0,Cancelled,1,0,One-time
BKG_589,2023-12-20,Afternoon,Deep Cleaning,Emp_11,CUST_589,4,Tuesday,1,Winter,0,Cancelled,1,0,Recurring
BKG_590,2023-07-15,Afternoon,Deep Cleaning,Emp_15,CUST_590,1,Wednesday,0,Winter,0,Cancelled,1,0,One-time
BKG_591,2023-09-09,Morning,Move-in/Move-out Cleaning,Emp_10,CUST_591,1,Wednesday,0,Fall,0,Cancelled,0,0,Recurring
